record_type,schema_version,campaign_id,architecture_id,architecture_condition,architecture_comparison_baseline,scientific_scope,git_commit,seed,workload_id,workload_label,environment_id,mode,dt_s,simulation_duration_s,measurement_start_s,measurement_end_s_exclusive,requested_workload_trace_sha256,physical_realization_sha256,fdir_controller,fdir_latency_s,valid_run,invalid_reason,warmup_power_deficit_flag,compute_denied_due_instantaneous_power_J,compute_denied_due_battery_reserve_J,compute_denied_due_fdir_J,electrical_unserved_compute_energy_J,essential_reserve_J,protected_battery_SOC_equivalent,time_until_next_generation_s,reserve_active,reserve_limited_compute,reserve_denied_compute_W,reserve_active_time_s,reserve_limited_compute_time_s,requested_mean_compute_power_W,executed_mean_compute_power_W,requested_compute_energy_J,executed_compute_energy_J,compute_energy_denied_J,compute_energy_denied_fraction,peak_requested_compute_power_W,peak_executed_compute_power_W,peak_node_temperature_K,peak_radiator_temperature_K,time_above_project_throttle_threshold_s,thermal_throttle_event_count,time_thermally_throttled_s,hot_phase_requested_energy_fraction,hot_phase_executed_energy_fraction,executed_workload_trace_sha256,thermal_energy_balance_residual_J,initial_battery_SOC,final_battery_SOC,minimum_battery_SOC,maximum_battery_SOC,battery_energy_throughput_J,solar_energy_generated_J,battery_energy_discharged_J,battery_energy_charged_J,electrical_energy_curtailed_J,electrical_unserved_energy_J,electrical_energy_balance_residual_J,maximum_absolute_cumulative_electrical_residual_J,electrical_energy_balance_tolerance_J,delta_peak_temperature_vs_reference_K,controller_status_aggregation,invariants,assumption_dominance_warnings
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,constant_reference,W0 — constant reference,E0_CANONICAL,POWER_CONSTRAINED,1.0,43200.0,10800.0,43200.0,c764803869c24ee6d44da3021b834589271b02a50e268b7b2c12cbcd3fa542c8,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,,,True,,False,0.0,0.0,0.0,0.0,4320000.0,0.2420159385639026,2052.0,True,False,0.0,16416.0,0.0,29955.684110058894,29955.684110058894,970564165.1659082,970564165.1659082,0.0,0.0,29955.684110058897,29955.684110058897,324.0455667606524,313.4806658746379,0.0,0,0.0,0.6200000000000001,0.6200000000000001,f031c2a14c3c82a4615f6255ecb04c808faaf1d92f5993402bbf727cfbdbd0b8,-6.73486283631064e-07,0.9,0.2286759698321553,0.2286759698321553,0.9,1035364165.165865,1439151157.8947375,552194221.4218178,483169943.7440473,74650173.9077116,0.0,-6.185134407132864e-05,6.421970465453342e-05,0.0019913453793165554,0.0,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,constant_reference,W0 — constant reference,E0_CANONICAL,CLOSED_LOOP,1.0,43200.0,10800.0,43200.0,c764803869c24ee6d44da3021b834589271b02a50e268b7b2c12cbcd3fa542c8,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,RSIM canonical-derived monotone FDIR,30.0,True,,False,0.0,0.0,0.0,0.0,4320000.0,0.2420159385639026,2052.0,True,False,0.0,16416.0,0.0,29955.684110058894,29955.684110058894,970564165.1659082,970564165.1659082,0.0,0.0,29955.684110058897,29955.684110058897,324.0455667606524,313.4806658746379,0.0,0,0.0,0.6200000000000001,0.6200000000000001,f031c2a14c3c82a4615f6255ecb04c808faaf1d92f5993402bbf727cfbdbd0b8,-6.73486283631064e-07,0.9,0.2286759698321553,0.2286759698321553,0.9,1035364165.165865,1439151157.8947375,552194221.4218178,483169943.7440473,74650173.9077116,0.0,-6.185134407132864e-05,6.421970465453342e-05,0.0019913453793165554,0.0,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,constant_reference,W0 — constant reference,E1_REPRESENTATIVE_ANALYTIC_LEO,POWER_CONSTRAINED,1.0,43200.0,10800.0,43200.0,c764803869c24ee6d44da3021b834589271b02a50e268b7b2c12cbcd3fa542c8,b348f00169c885d3849e406bf8ee33c9e3461c493394179d38bcd5672eae6285,,,True,,False,0.0,0.0,0.0,0.0,4496842.105263158,0.24373588926534892,2136.0,True,False,0.0,16177.0,0.0,29955.684110058894,29955.684110058894,970564165.1659082,970564165.1659082,0.0,0.0,29955.684110058897,29955.684110058897,331.573832753243,320.96156980894125,0.0,0,0.0,0.6325617283950618,0.6325617283950618,f031c2a14c3c82a4615f6255ecb04c808faaf1d92f5993402bbf727cfbdbd0b8,1.262035766558256e-06,0.9,0.49923394885205763,0.20119486918200996,0.9,1047103674.3810353,1451993045.840408,544154844.0509715,502948830.3300638,59034772.734218664,0.0,-5.917819362366572e-05,6.044006295269355e-05,0.0019961478898913795,0.0,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}","[""E1 is a fixed-wall-clock representative environment challenge, not a periodic/steady-state result"",""E1 radiator incidence and Earth-view factors are ASSUMED_EXPLORATORY"",""E1 albedo is a bounded analytic approximation, not a flight environment model""]"
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,constant_reference,W0 — constant reference,E1_REPRESENTATIVE_ANALYTIC_LEO,CLOSED_LOOP,1.0,43200.0,10800.0,43200.0,c764803869c24ee6d44da3021b834589271b02a50e268b7b2c12cbcd3fa542c8,b348f00169c885d3849e406bf8ee33c9e3461c493394179d38bcd5672eae6285,RSIM canonical-derived monotone FDIR,30.0,True,,False,0.0,0.0,0.0,0.0,4496842.105263158,0.24373588926534892,2136.0,True,False,0.0,16177.0,0.0,29955.684110058894,29955.684110058894,970564165.1659082,970564165.1659082,0.0,0.0,29955.684110058897,29955.684110058897,331.573832753243,320.96156980894125,0.0,0,0.0,0.6325617283950618,0.6325617283950618,f031c2a14c3c82a4615f6255ecb04c808faaf1d92f5993402bbf727cfbdbd0b8,1.262035766558256e-06,0.9,0.49923394885205763,0.20119486918200996,0.9,1047103674.3810353,1451993045.840408,544154844.0509715,502948830.3300638,59034772.734218664,0.0,-5.917819362366572e-05,6.044006295269355e-05,0.0019961478898913795,0.0,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}","[""E1 is a fixed-wall-clock representative environment challenge, not a periodic/steady-state result"",""E1 radiator incidence and Earth-view factors are ASSUMED_EXPLORATORY"",""E1 albedo is a bounded analytic approximation, not a flight environment model""]"
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,diversified_stochastic,W1 — diversified stochastic,E0_CANONICAL,POWER_CONSTRAINED,1.0,43200.0,10800.0,43200.0,e960ef341cebc0583b018b6773b5744590feb490ab349beb3689815b57da93ab,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,,,True,,False,0.0,0.0,0.0,0.0,4320000.0,0.2420159385639026,2052.0,True,False,0.0,16416.0,0.0,29955.6841100589,29955.6841100589,970564165.1659082,970564165.1659082,0.0,0.0,36493.97815098716,36493.97815098716,325.97583189983095,315.0595767824931,0.0,0,0.0,0.6216305189291582,0.6216305189291582,bf87fc1ff9bf3d5b2ecb6f0147365e0510aafdb4ad7cc46d4189250de5b62404,-1.7095771909225732e-07,0.9,0.22591105496889902,0.20707284202456125,0.9,1036334214.136854,1439151157.8947375,552821387.5875367,483512826.54931736,72985775.71099682,0.0,-1.4698402083013207e-05,1.4932411431800574e-05,0.001991972545482274,1.930265139178573,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,diversified_stochastic,W1 — diversified stochastic,E0_CANONICAL,CLOSED_LOOP,1.0,43200.0,10800.0,43200.0,e960ef341cebc0583b018b6773b5744590feb490ab349beb3689815b57da93ab,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,RSIM canonical-derived monotone FDIR,30.0,True,,False,0.0,0.0,0.0,0.0,4320000.0,0.2420159385639026,2052.0,True,False,0.0,16416.0,0.0,29955.6841100589,29955.6841100589,970564165.1659082,970564165.1659082,0.0,0.0,36493.97815098716,36493.97815098716,325.97583189983095,315.0595767824931,0.0,0,0.0,0.6216305189291582,0.6216305189291582,bf87fc1ff9bf3d5b2ecb6f0147365e0510aafdb4ad7cc46d4189250de5b62404,-1.7095771909225732e-07,0.9,0.22591105496889902,0.20707284202456125,0.9,1036334214.136854,1439151157.8947375,552821387.5875367,483512826.54931736,72985775.71099682,0.0,-1.4698402083013207e-05,1.4932411431800574e-05,0.001991972545482274,1.930265139178573,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,diversified_stochastic,W1 — diversified stochastic,E1_REPRESENTATIVE_ANALYTIC_LEO,POWER_CONSTRAINED,1.0,43200.0,10800.0,43200.0,e960ef341cebc0583b018b6773b5744590feb490ab349beb3689815b57da93ab,b348f00169c885d3849e406bf8ee33c9e3461c493394179d38bcd5672eae6285,,,True,,False,594432.4607911388,1854997.4135083037,0.0,2449429.8742994424,4496842.105263158,0.24373588926534892,2136.0,True,True,35689.50828707513,16177.0,112.0,29955.6841100589,29880.08442258052,970564165.1659082,968114735.2916088,2449429.8742994424,0.002523717609006033,36493.97815098716,36493.97815098716,333.4725549580104,322.5654441640461,0.0,0,0.0,0.6332582149037339,0.6348604233333613,d6853567199f3c2809a764abde55094db2f85affa6972a9a2b11f20468a75236,3.7343893382058013e-06,0.9,0.5147319580915946,0.2,0.9,1041177049.8137445,1451993045.840408,540394793.6459719,500782256.16777265,59606353.38118696,0.0,-1.4783213828195585e-05,1.4884891697874991e-05,0.00199238783948638,1.8987222047674095,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}","[""E1 is a fixed-wall-clock representative environment challenge, not a periodic/steady-state result"",""E1 radiator incidence and Earth-view factors are ASSUMED_EXPLORATORY"",""E1 albedo is a bounded analytic approximation, not a flight environment model""]"
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,diversified_stochastic,W1 — diversified stochastic,E1_REPRESENTATIVE_ANALYTIC_LEO,CLOSED_LOOP,1.0,43200.0,10800.0,43200.0,e960ef341cebc0583b018b6773b5744590feb490ab349beb3689815b57da93ab,b348f00169c885d3849e406bf8ee33c9e3461c493394179d38bcd5672eae6285,RSIM canonical-derived monotone FDIR,30.0,True,,False,594432.4607911388,1854997.4135083037,0.0,2449429.8742994424,4496842.105263158,0.24373588926534892,2136.0,True,True,35689.50828707513,16177.0,112.0,29955.6841100589,29880.08442258052,970564165.1659082,968114735.2916088,2449429.8742994424,0.002523717609006033,36493.97815098716,36493.97815098716,333.4725549580104,322.5654441640461,0.0,0,0.0,0.6332582149037339,0.6348604233333613,d6853567199f3c2809a764abde55094db2f85affa6972a9a2b11f20468a75236,3.7343893382058013e-06,0.9,0.5147319580915946,0.2,0.9,1041177049.8137445,1451993045.840408,540394793.6459719,500782256.16777265,59606353.38118696,0.0,-1.4783213828195585e-05,1.4884891697874991e-05,0.00199238783948638,1.8987222047674095,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}","[""E1 is a fixed-wall-clock representative environment challenge, not a periodic/steady-state result"",""E1 radiator incidence and Earth-view factors are ASSUMED_EXPLORATORY"",""E1 albedo is a bounded analytic approximation, not a flight environment model""]"
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,bursty_benign,W2 — bursty benign,E0_CANONICAL,POWER_CONSTRAINED,1.0,43200.0,10800.0,43200.0,833d3fc32958e301ed10b50465f17a7b8e4f353c3557e4628feeeb0af525e024,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,,,True,,False,206126.336982859,3556730.1508184588,0.0,3762856.4878013176,4320000.0,0.2420159385639026,2052.0,True,True,40000.0,16416.0,442.0,29955.684110058894,29839.5465641391,970564165.1659082,966801308.6781069,3762856.4878013176,0.0038769785892085714,40000.0,40000.0,334.21703242724436,321.6568601971218,0.0,0,0.0,0.6297295810995157,0.632180531484596,f12e09042436cf709785365224d0e4cb516c3635f67532b89f7aad5d3b32243d,3.539896624715766e-06,0.9,0.24166094256078074,0.2,0.9,1008101436.2935778,1439151157.8947375,537895311.7146788,470206124.57889897,80520082.9713061,0.0,-1.423121329935384e-05,1.6777678411017405e-05,0.001977046469609416,10.171465666591985,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
run,rsim-001-pwr1.1,RSIM-001-PWR1,A0-R_RESERVE_AWARE_ESSENTIAL_LOAD_ADMISSION,ESSENTIAL_RESERVE_FEASIBLE,A0-M_MYOPIC_ADMISSION,non-authoritative reserve-aware admission challenge; unchanged A0 hardware; not attack or spacecraft validation,55fc2d816b210ab18ecf700d22c0a53aa46f86ce,0,bursty_benign,W2 — bursty benign,E0_CANONICAL,CLOSED_LOOP,1.0,43200.0,10800.0,43200.0,833d3fc32958e301ed10b50465f17a7b8e4f353c3557e4628feeeb0af525e024,f1e4e90f3f517362d1f0d86129448dbb51a9890353ed63ed0111bae36bf018af,RSIM canonical-derived monotone FDIR,30.0,True,,False,206126.336982859,3556730.1508184588,0.0,3762856.4878013176,4320000.0,0.2420159385639026,2052.0,True,True,40000.0,16416.0,442.0,29955.684110058894,29839.5465641391,970564165.1659082,966801308.6781069,3762856.4878013176,0.0038769785892085714,40000.0,40000.0,334.21703242724436,321.6568601971218,0.0,0,0.0,0.6297295810995157,0.632180531484596,f12e09042436cf709785365224d0e4cb516c3635f67532b89f7aad5d3b32243d,3.539896624715766e-06,0.9,0.24166094256078074,0.2,0.9,1008101436.2935778,1439151157.8947375,537895311.7146788,470206124.57889897,80520082.9713061,0.0,-1.423121329935384e-05,1.6777678411017405e-05,0.001977046469609416,10.171465666591985,"{""essential_reserve_J"":""maximum_over_full_trace"",""protected_battery_SOC_equivalent"":""maximum_over_full_trace"",""reserve_active"":""any_over_full_trace"",""reserve_denied_compute_W"":""maximum_over_full_trace"",""reserve_limited_compute"":""any_over_full_trace"",""time_until_next_generation_s"":""maximum_over_full_trace""}","{""battery_never_creates_energy"":true,""compute_denial_attribution_closes"":true,""electrical_balance_closes"":true,""essential_reserve_architecture_feasible"":true,""executed_le_design"":true,""executed_le_requested"":true,""fdir_never_increases_power"":true,""finite_state"":true,""housekeeping_priority"":true,""no_hidden_clipping"":true,""reserve_never_increases_power"":true,""soc_within_bounds"":true,""warmup_power_deficit_flag"":false}",[]
